timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect1536196295700,1002,Navigate to Landing Page,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,6835,0,1,1,0,0,0
1536196307584,750,User Login,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,546433,0,1,1,0,0,0
1536196320781,1366,Search Life,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,127410,0,1,1,0,0,0
1536196325942,598,Click Initial Assessment,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,255528,0,1,1,0,0,0
1536196329698,3036,Click Make Decision Button,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,179371,0,1,1,0,0,0
1536196336452,38,Click Make Decision Status,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,219987,0,1,1,0,0,0
1536196339585,30234,Select Decision Type,500,"Timed out after 30 seconds waiting for visibility of element located by By.id: IsStandardBenefits
Build info: version: '2.52.0', revision: '4c2593cfc3689a7fcd7be52549167e5ccc93ad28', time: '2016-02-11 11:22:43'
System info: host: 'MacBook-Pro-6.local', ip: '172.20.10.3', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.13.4', java.version: '9.0.4'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.40.565386 (45a059dc425e08165f9a10324bd1380cc13ca363), userDataDir=/var/folders/cv/48ns2jld1d11hnvgqfxfsvp40000gn/T/.org.chromium.Chromium.Z0WcKL}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=69.0.3497.81, platform=MAC, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: 2be75c8ef2be6861cfcc52915c1a6dc1",4_UI_UW_LOAandCorro 1-1,text,false,,2755,0,1,1,0,0,0
1536196372959,358,Click Edit Benefit Details,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,313690,0,1,1,0,0,0
1536196376497,2085,Click Update Benefit,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,353400,0,1,1,0,0,0
1536196383849,30043,Edit Benefits,500,"Timed out after 30 seconds waiting for visibility of element located by By.xpath: //span[contains(text(),""Non Standard"")]
Build info: version: '2.52.0', revision: '4c2593cfc3689a7fcd7be52549167e5ccc93ad28', time: '2016-02-11 11:22:43'
System info: host: 'MacBook-Pro-6.local', ip: '172.20.10.3', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.13.4', java.version: '9.0.4'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.40.565386 (45a059dc425e08165f9a10324bd1380cc13ca363), userDataDir=/var/folders/cv/48ns2jld1d11hnvgqfxfsvp40000gn/T/.org.chromium.Chromium.Z0WcKL}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=69.0.3497.81, platform=MAC, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: 2be75c8ef2be6861cfcc52915c1a6dc1",4_UI_UW_LOAandCorro 1-1,text,false,,2769,0,1,1,0,0,0
1536196417082,30022,Click Submit ,500,"Timed out after 30 seconds waiting for visibility of element located by By.xpath: //a[text()=""UW Checker""]
Build info: version: '2.52.0', revision: '4c2593cfc3689a7fcd7be52549167e5ccc93ad28', time: '2016-02-11 11:22:43'
System info: host: 'MacBook-Pro-6.local', ip: '172.20.10.3', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.13.4', java.version: '9.0.4'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.40.565386 (45a059dc425e08165f9a10324bd1380cc13ca363), userDataDir=/var/folders/cv/48ns2jld1d11hnvgqfxfsvp40000gn/T/.org.chromium.Chromium.Z0WcKL}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=69.0.3497.81, platform=MAC, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: 2be75c8ef2be6861cfcc52915c1a6dc1",4_UI_UW_LOAandCorro 1-1,text,false,,2754,0,1,1,0,0,0
1536196462477,186,Log Out,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,6835,0,1,1,0,0,0
1536196798048,658,Navigate to Landing Page,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,6835,0,1,1,0,0,0
1536196809706,710,User Login,200,OK,4_UI_UW_LOAandCorro 1-1,text,true,,545915,0,1,1,0,0,0
1536196822866,31062,Search Life,500,"Timed out after 30 seconds waiting for visibility of element located by By.xpath: //a[text()=""Initial Assessment (Initial Assessment)""]
Build info: version: '2.52.0', revision: '4c2593cfc3689a7fcd7be52549167e5ccc93ad28', time: '2016-02-11 11:22:43'
System info: host: 'MacBook-Pro-6.local', ip: '172.20.10.3', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.13.4', java.version: '9.0.4'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.40.565386 (45a059dc425e08165f9a10324bd1380cc13ca363), userDataDir=/var/folders/cv/48ns2jld1d11hnvgqfxfsvp40000gn/T/.org.chromium.Chromium.H810er}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=69.0.3497.81, platform=MAC, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: bcb5b56c2defad16cb5efbba03a5aad4",4_UI_UW_LOAandCorro 1-1,text,false,,2783,0,1,1,0,0,0
