1536202441938,1596,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,1596,0,194
1536203050065,1384,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,1384,0,394
1536203159258,1584,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,1584,0,164
1536204004867,1040,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,1040,0,149
1536204636651,1851,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,1851,0,525
1536205321583,2449,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,2449,0,353
1536539577318,1869,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 2-1,,true,,345,254611,1,1,1869,0,466
1536545546614,1729,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,1729,0,254
1536551598180,5077,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,5077,0,217
1536552299602,1659,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,1659,0,367
1536552689980,1289,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,1289,0,102
1536552861858,1842,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,1842,0,420
1536553138292,2191,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,4,2191,0,553
1536554143105,2612,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,2,2612,0,465
1536717439868,2351,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 1-1,,true,,345,254611,1,1,2351,0,747
1536725408459,2626,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,3,2626,0,522
1536728984703,2056,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,2056,0,556
1536729068912,2128,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,2128,0,407
1536729937312,1957,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,1957,0,121
1536730913492,1908,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,1908,0,347
1536731668347,991,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,991,0,129
1536731756921,7111,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,7111,0,1078
1536888049725,40783,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,40783,0,1275
1536888095657,40788,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,40788,0,2019
1536888136447,37285,CreatePolicy-STP,200,OK,11_API_Create Policy - STP 3-1,,true,,345,254611,1,5,37284,0,1295
